ip,host,host_full,traffic_snd,traffic_rcv,packet_snd,packet_rcv,country,party,input_file,organization
52.1.230.142,eyeviewads.com,track.eyeviewads.com,2462,7010,16,11,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
74.6.138.75,yahoo.com,pr-bh.ybp.yahoo.com,17169,40032,102,103,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.54.48.39,tremorhub.com,partners.tremorhub.com,2018,6658,14,10,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.84.226.186,teads.tv,sync.teads.tv,5938,7540,40,30,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
54.167.77.203,moatads.com,pixel.moatads.com,21258,32326,104,81,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.154.111.115,doubleverify.com,rtb0.doubleverify.com,2503,6277,13,7,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
165.254.198.230,myfoodandfamily.com,www.myfoodandfamily.com,2181,9618,15,11,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
173.194.175.156,doubleclick.net,bid.g.doubleclick.net,4643,14308,15,16,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Google LLC
52.27.216.161,unrulymedia.com,pre-usermatch.targeting.unrulymedia.com,1841,6643,11,10,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
74.125.155.171,googlevideo.com,r5---sn-p5qs7n7l.googlevideo.com,379255,49892898,4066,10382,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
18.210.98.55,domdex.com,magnetic.t.domdex.com,3884,4896,21,14,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.85.58.247,sundaysky.com,vop.sundaysky.com,2791,5472,13,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.16.78.98,tasteofhome.com,www.tasteofhome.com,1873,3374,14,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
23.92.190.68,lijit.com,ap.lijit.com,31775,26672,114,74,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
68.128.201.5,verizon.com,auth.svcs.verizon.com,1889,6737,10,9,US,Support party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
192.35.249.120,spotxchange.com,sync.search.spotxchange.com,7341,8866,33,34,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,SpotXchange  Inc.
35.227.230.187,mookie1.com,gmtdmp.mookie1.com,15729,16207,98,91,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
63.251.114.136,lijit.com,ap.lijit.com,37935,59365,142,91,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
23.111.11.182,opmnstr.com,a.opmnstr.com,3406,127240,40,44,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Nobis Technology Group  LLC
23.203.219.144,tribalfusion.com,a.tribalfusion.com,2420,1429,12,10,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.228.55.163,eqads.com,um2.eqads.com,2898,7255,17,13,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
13.35.78.28,truste.com,choices.truste.com,5688,16421,38,30,US,Support party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Amazon Technologies Inc.
104.84.224.132,moatads.com,z.moatads.com,261486,468898,507,388,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.21.44.227,demdex.net,dpm.demdex.net,2045,4523,12,7,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
185.184.10.30,creativecdn.com,ash.creativecdn.com,2743,5894,15,9,PL,Support party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.94.232.32,amazon-adsystem.com,s.amazon-adsystem.com,1972,9434,11,9,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Amazon Technologies Inc.
54.164.135.46,360yield.com,ad.360yield.com,4733,9116,31,21,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.206.32.106,3lift.com,eb2.3lift.com,5775,9231,37,29,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.31.87.10,rtbsrv.com,dmp.rtbsrv.com,1843,9378,15,12,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
8.8.8.8,dns.google,dns.google,83903,150213,1046,1035,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Level 3 Parent  LLC
104.239.224.60,mobileadtrading.com,track-east.mobileadtrading.com,1916,5846,11,6,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.36.115.113,pubmatic.com,image6.pubmatic.com,25812,30053,61,64,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
69.166.1.10,sonobi.com,sync.go.sonobi.com,2234,8354,14,7,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,XFERNET
172.217.7.226,doubleclick.net,googleads.g.doubleclick.net,7675,16152,31,36,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Google LLC
52.2.21.148,adsrvr.org,match.adsrvr.org,12033,19837,73,67,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.7.193,googleusercontent.com,lh3.googleusercontent.com,272,140,4,2,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.197.157,doubleclick.net,stats.g.doubleclick.net,4227,6795,26,23,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Google LLC
172.217.15.118,ytimg.com,i.ytimg.com,46806,2595060,495,598,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
74.121.138.36,mathtag.com,sync.mathtag.com,18930,14098,69,45,FR,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
173.231.178.82,adgrx.com,cm.adgrx.com,5461,9099,25,18,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
18.211.228.4,yieldmo.com,ads.yieldmo.com,10694,8225,47,33,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
54.152.101.153,tremorhub.com,partners.tremorhub.com,5864,9910,39,29,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.79.197.200,bing.com,dps.bing.com,4016,17983,31,31,US,Support party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Microsoft Corporation
3.15.109.176,thebrighttag.com,s.thebrighttag.com,5076,7224,27,19,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.5.17.246,demdex.net,comcast.demdex.net,4628,10280,23,15,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
8.41.222.151,1rx.io,sync.1rx.io,3071,7140,15,13,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
208.185.50.80,rubiconproject.com,token.rubiconproject.com,11872,19332,52,40,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.81.244.112,tidaltv.com,sync.tidaltv.com,8077,9696,38,26,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.225.112.206,extend.tv,sync.extend.tv,4525,13956,25,16,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.84.227.163,pubmatic.com,ads.pubmatic.com,41886,36958,97,70,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.73.0.62,adsrvr.org,data.adsrvr.org,2722,6247,19,13,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
146.0.227.110,admixer.net,inv-nets.admixer.net,5947,6171,29,19,DE,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
209.15.36.35,sitescout.com,pixel-sync.sitescout.com,1998,4526,10,7,CA,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
159.127.42.169,dotomi.com,pulsepoint-match.dotomi.com,9874,9079,62,40,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.216.221.13,advertising.com,pixel.advertising.com,8473,9443,49,34,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
18.219.161.73,thebrighttag.com,s.thebrighttag.com,6828,8150,37,25,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
54.199.130.176,im-apps.net,sync-jp.im-apps.net,6945,14119,43,29,JP,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
151.101.0.166,contextweb.com,bh.contextweb.com,30435,34953,99,67,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.204.159.107,gumgum.com,g2.gumgum.com,21023,54414,112,81,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.226.15.163,demdex.net,dpm.demdex.net,11813,13612,50,33,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.75.119.12,evidon.com,c.evidon.com,3799,21521,31,24,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.202.71.214,krxd.net,beacon.krxd.net,7935,9509,47,34,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.1.48.68,univide.com,p.univide.com,2145,5169,14,11,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
38.106.34.120,stickyadstv.com,ads.stickyadstv.com,41187,28738,102,66,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
54.210.131.196,tremorhub.com,partners.tremorhub.com,7331,9943,46,37,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
224.0.0.251,224.0.0.251,224.0.0.251,64306,0,287,0,224.0.0.251,Local,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,224.0.0.251
18.210.218.213,deliverimp.com,ads.deliverimp.com,1902,6252,12,8,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
162.248.19.147,pubmatic.com,simage2.pubmatic.com,158026,92173,309,331,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,PubMatic  Inc.
3.224.50.143,w55c.net,i.w55c.net,2127,6666,12,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
50.116.58.222,wpengine.com,crazyforcrust.wpengine.com,1915,5942,14,8,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.224.32.104,emxdgt.com,hb.emxdgt.com,31967,77432,167,109,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.244.140.139,openx.net,us-u.openx.net,7090,5662,45,44,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
68.67.179.91,adnxs.com,ib.adnxs.com,20981,21769,66,43,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
216.239.32.21,mdhv.io,jelly.mdhv.io,2146,4982,16,15,US,Support party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
72.251.238.254,lijit.com,ce.lijit.com,31113,36018,98,57,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
74.6.231.10,yahoo.com,ads.yahoo.com,8252,33680,41,31,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
74.119.119.150,criteo.com,dis.criteo.com,4121,7908,24,17,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Criteo Corp.
159.127.42.140,dotomi.com,openx2-match.dotomi.com,3522,8784,25,15,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Conversant  LLC
35.211.183.51,bidswitch.net,x.bidswitch.net,46429,117231,203,140,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.92.176.168,eyeota.net,ps.eyeota.net,4824,5548,24,13,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
178.128.135.232,opmnstr.com,z.opmnstr.com,1973,3888,11,6,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
54.152.92.140,domdex.com,magnetic.t.domdex.com,1947,4118,10,7,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
68.67.181.211,adnxs.com,nym1-ib.adnxs.com,25540,17912,37,27,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.2.255.232,mxptint.net,oxp.mxptint.net,2889,7849,13,12,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.200.59.4,gumgum.com,g2.gumgum.com,10507,25239,54,37,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.16.13.243,navdmp.com,cdn.navdmp.com,14693,17061,97,77,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.224.128.24,flashtalking.com,d9.flashtalking.com,5516,7180,15,10,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
130.211.9.179,bluecava.com,sync.graph.bluecava.com,4414,8566,26,27,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
170.76.216.244,videoamp.com,usersync.videoamp.com,2235,6375,13,11,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
63.251.96.165,lfstmedia.com,ads.lfstmedia.com,3402,10229,22,15,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.21.233.10,gumgum.com,g2.gumgum.com,11433,25858,59,43,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.70.7.93,stackadapt.com,sync.srv.stackadapt.com,2412,6146,10,8,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.106.55.76,korrelate.net,a01.korrelate.net,2565,5755,13,9,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.84.226.162,adnxs.com,acdn.adnxs.com,4685,23787,23,16,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.193.235.253,vdopia.com,cs.vdopia.com,5262,7929,30,22,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
209.15.36.33,sitescout.com,pixel-sync.sitescout.com,15943,14756,71,42,CA,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.45.68.217,moatads.com,geo.moatads.com,4176,5134,13,10,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
198.8.70.129,rfihub.com,p.rfihub.com,15878,27488,54,50,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
107.6.115.150,3gl.net,r.3gl.net,12162,36282,65,31,SG,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
4.78.226.226,mxptint.net,atp.mxptint.net,2036,6844,12,10,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.55.154.198,demdex.net,dpm.demdex.net,8782,10859,44,30,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.244.213.131,mediabong.net,player.mediabong.net,2098,6981,15,12,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.186.236.204,vindicosuite.com,x.vindicosuite.com,2909,6990,18,17,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Google LLC
152.199.5.24,advertising.com,adserver.adtech.advertising.com,14440,41502,80,60,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.164.170,googleapis.com,fcm.googleapis.com,2681,3148,20,20,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
63.251.88.56,agkn.com,aa.agkn.com,16057,14695,71,77,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Internap Corporation
205.185.216.42,flashtalking.com,cdn.flashtalking.com,10172,13312,41,35,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.154.111.114,doubleverify.com,tps10263.doubleverify.com,4753,7495,24,14,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.9.194,googlesyndication.com,pagead2.googlesyndication.com,23321,16656,104,102,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.213.108.140,sharedid.org,id.sharedid.org,1885,4441,12,9,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
31.13.71.7,facebook.net,connect.facebook.net,3759,110672,36,39,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Facebook
172.217.13.78,youtube.com,img.youtube.com,3894,77481,40,32,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
192.82.242.64,pubmatic.com,image8.pubmatic.com,4992,7739,14,14,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.223.35.158,bidr.io,match.prod.bidr.io,4032,7217,21,15,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.13.68,gstatic.com,t2.gstatic.com,2560,75193,30,28,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
216.239.35.4,google.com,time.google.com,90,90,1,1,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Google LLC
172.217.7.142,youtube.com,img.youtube.com,6343,6324,39,35,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
199.187.193.166,smartadserver.com,rtb-csync.smartadserver.com,18097,19227,90,85,CA,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
